id,text,tokens,ner_tags,entities,source_type
train-01030,Olympus is associated with optical products.,"[""Olympus"", ""is"", ""associated"", ""with"", ""optical"", ""products"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O""]",[],synthetic_hard_negative
train-01031,The photograph shows Mount Ruapehu at sunrise.,"[""The"", ""photograph"", ""shows"", ""Mount"", ""Ruapehu"", ""at"", ""sunrise"", "".""]","[""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""O"", ""O"", ""O""]","[{""start"": 21, ""end"": 34, ""label"": ""MOUNTAIN"", ""text"": ""Mount Ruapehu""}]",synthetic_positive_single
train-01032,The team discussed whether to attempt Huayna Potosi or Mount Bona.,"[""The"", ""team"", ""discussed"", ""whether"", ""to"", ""attempt"", ""Huayna"", ""Potosi"", ""or"", ""Mount"", ""Bona"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""O""]","[{""start"": 38, ""end"": 51, ""label"": ""MOUNTAIN"", ""text"": ""Huayna Potosi""}, {""start"": 55, ""end"": 65, ""label"": ""MOUNTAIN"", ""text"": ""Mount Bona""}]",synthetic_positive_multi
train-01033,"For safety reasons, access to Brebeneskul was temporarily restricted.","[""For"", ""safety"", ""reasons"", "","", ""access"", ""to"", ""Brebeneskul"", ""was"", ""temporarily"", ""restricted"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""O"", ""O"", ""O"", ""O""]","[{""start"": 30, ""end"": 41, ""label"": ""MOUNTAIN"", ""text"": ""Brebeneskul""}]",synthetic_positive_single
train-01034,The research team printed the aircraft before the deadline.,"[""The"", ""research"", ""team"", ""printed"", ""the"", ""aircraft"", ""before"", ""the"", ""deadline"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O""]",[],synthetic_negative
train-01035,The research team published the summit plan in the final report.,"[""The"", ""research"", ""team"", ""published"", ""the"", ""summit"", ""plan"", ""in"", ""the"", ""final"", ""report"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O""]",[],synthetic_negative
train-01036,"Unlike Fansipan, Mount Bromo was hidden by clouds.","[""Unlike"", ""Fansipan"", "","", ""Mount"", ""Bromo"", ""was"", ""hidden"", ""by"", ""clouds"", "".""]","[""O"", ""B-MOUNTAIN"", ""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""O"", ""O"", ""O"", ""O"", ""O""]","[{""start"": 7, ""end"": 15, ""label"": ""MOUNTAIN"", ""text"": ""Fansipan""}, {""start"": 17, ""end"": 28, ""label"": ""MOUNTAIN"", ""text"": ""Mount Bromo""}]",synthetic_positive_multi
train-01037,Wind speeds increased rapidly around Snowdon.,"[""Wind"", ""speeds"", ""increased"", ""rapidly"", ""around"", ""Snowdon"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""O""]","[{""start"": 37, ""end"": 44, ""label"": ""MOUNTAIN"", ""text"": ""Snowdon""}]",synthetic_positive_single
train-01038,"Unlike Chimborazo, Huascaran was hidden by clouds.","[""Unlike"", ""Chimborazo"", "","", ""Huascaran"", ""was"", ""hidden"", ""by"", ""clouds"", "".""]","[""O"", ""B-MOUNTAIN"", ""O"", ""B-MOUNTAIN"", ""O"", ""O"", ""O"", ""O"", ""O""]","[{""start"": 7, ""end"": 17, ""label"": ""MOUNTAIN"", ""text"": ""Chimborazo""}, {""start"": 19, ""end"": 28, ""label"": ""MOUNTAIN"", ""text"": ""Huascaran""}]",synthetic_positive_multi
train-01039,A small village lies below Mount Erebus.,"[""A"", ""small"", ""village"", ""lies"", ""below"", ""Mount"", ""Erebus"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""O""]","[{""start"": 27, ""end"": 39, ""label"": ""MOUNTAIN"", ""text"": ""Mount Erebus""}]",synthetic_positive_single
train-01040,Researchers installed weather sensors on Fitz Roy.,"[""Researchers"", ""installed"", ""weather"", ""sensors"", ""on"", ""Fitz"", ""Roy"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""O""]","[{""start"": 41, ""end"": 49, ""label"": ""MOUNTAIN"", ""text"": ""Fitz Roy""}]",synthetic_positive_single
train-01041,The tourist group archived the validation result after the presentation.,"[""The"", ""tourist"", ""group"", ""archived"", ""the"", ""validation"", ""result"", ""after"", ""the"", ""presentation"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O""]",[],synthetic_negative
train-01042,The lecture included a case study about Grand Teton.,"[""The"", ""lecture"", ""included"", ""a"", ""case"", ""study"", ""about"", ""Grand"", ""Teton"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""O""]","[{""start"": 40, ""end"": 51, ""label"": ""MOUNTAIN"", ""text"": ""Grand Teton""}]",synthetic_positive_single
train-01043,"According to the itinerary, Muztagh Ata is the main destination.","[""According"", ""to"", ""the"", ""itinerary"", "","", ""Muztagh"", ""Ata"", ""is"", ""the"", ""main"", ""destination"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""O"", ""O"", ""O"", ""O"", ""O""]","[{""start"": 28, ""end"": 39, ""label"": ""MOUNTAIN"", ""text"": ""Muztagh Ata""}]",synthetic_positive_single
train-01044,The museum curator translated the weather forecast during the meeting.,"[""The"", ""museum"", ""curator"", ""translated"", ""the"", ""weather"", ""forecast"", ""during"", ""the"", ""meeting"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O""]",[],synthetic_negative
train-01045,Have you ever seen Snowdon in winter?,"[""Have"", ""you"", ""ever"", ""seen"", ""Snowdon"", ""in"", ""winter"", ""?""]","[""O"", ""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""O"", ""O"", ""O""]","[{""start"": 19, ""end"": 26, ""label"": ""MOUNTAIN"", ""text"": ""Snowdon""}]",synthetic_positive_single
train-01046,The film crew checked the sensor reading at the airport.,"[""The"", ""film"", ""crew"", ""checked"", ""the"", ""sensor"", ""reading"", ""at"", ""the"", ""airport"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O""]",[],synthetic_negative
train-01047,The team measured snow depth on Lhotse.,"[""The"", ""team"", ""measured"", ""snow"", ""depth"", ""on"", ""Lhotse"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""O""]","[{""start"": 32, ""end"": 38, ""label"": ""MOUNTAIN"", ""text"": ""Lhotse""}]",synthetic_positive_single
train-01048,Cerro Torre and Mount Semeru were both visible from the aircraft.,"[""Cerro"", ""Torre"", ""and"", ""Mount"", ""Semeru"", ""were"", ""both"", ""visible"", ""from"", ""the"", ""aircraft"", "".""]","[""B-MOUNTAIN"", ""I-MOUNTAIN"", ""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O""]","[{""start"": 0, ""end"": 11, ""label"": ""MOUNTAIN"", ""text"": ""Cerro Torre""}, {""start"": 16, ""end"": 28, ""label"": ""MOUNTAIN"", ""text"": ""Mount Semeru""}]",synthetic_positive_multi
train-01049,Expeditions to Mount Kilimanjaro and Mount Semeru were delayed by bad weather.,"[""Expeditions"", ""to"", ""Mount"", ""Kilimanjaro"", ""and"", ""Mount"", ""Semeru"", ""were"", ""delayed"", ""by"", ""bad"", ""weather"", "".""]","[""O"", ""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O""]","[{""start"": 15, ""end"": 32, ""label"": ""MOUNTAIN"", ""text"": ""Mount Kilimanjaro""}, {""start"": 37, ""end"": 49, ""label"": ""MOUNTAIN"", ""text"": ""Mount Semeru""}]",synthetic_positive_multi
train-01050,The mapping agency published the ridge map before the deadline.,"[""The"", ""mapping"", ""agency"", ""published"", ""the"", ""ridge"", ""map"", ""before"", ""the"", ""deadline"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O""]",[],synthetic_negative
train-01051,The weather service rejected the validation result in the laboratory.,"[""The"", ""weather"", ""service"", ""rejected"", ""the"", ""validation"", ""result"", ""in"", ""the"", ""laboratory"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O""]",[],synthetic_negative
train-01052,She hopes to climb K2 next year.,"[""She"", ""hopes"", ""to"", ""climb"", ""K2"", ""next"", ""year"", "".""]","[""O"", ""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""O"", ""O"", ""O""]","[{""start"": 19, ""end"": 21, ""label"": ""MOUNTAIN"", ""text"": ""K2""}]",synthetic_positive_single
train-01053,A new trail provides access to Mount Aso.,"[""A"", ""new"", ""trail"", ""provides"", ""access"", ""to"", ""Mount"", ""Aso"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""O""]","[{""start"": 31, ""end"": 40, ""label"": ""MOUNTAIN"", ""text"": ""Mount Aso""}]",synthetic_positive_single
train-01054,"After weeks of preparation, the group departed for Mount Erebus.","[""After"", ""weeks"", ""of"", ""preparation"", "","", ""the"", ""group"", ""departed"", ""for"", ""Mount"", ""Erebus"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""O""]","[{""start"": 51, ""end"": 63, ""label"": ""MOUNTAIN"", ""text"": ""Mount Erebus""}]",synthetic_positive_single
train-01055,The local council rejected the forest trail on Monday.,"[""The"", ""local"", ""council"", ""rejected"", ""the"", ""forest"", ""trail"", ""on"", ""Monday"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O""]",[],synthetic_negative
train-01056,The glacier on Mount Ngauruhoe has retreated in recent decades.,"[""The"", ""glacier"", ""on"", ""Mount"", ""Ngauruhoe"", ""has"", ""retreated"", ""in"", ""recent"", ""decades"", "".""]","[""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O""]","[{""start"": 15, ""end"": 30, ""label"": ""MOUNTAIN"", ""text"": ""Mount Ngauruhoe""}]",synthetic_positive_single
train-01057,The climbers postponed their attempt on Mount Tongariro.,"[""The"", ""climbers"", ""postponed"", ""their"", ""attempt"", ""on"", ""Mount"", ""Tongariro"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""O""]","[{""start"": 40, ""end"": 55, ""label"": ""MOUNTAIN"", ""text"": ""Mount Tongariro""}]",synthetic_positive_single
train-01058,A helicopter circled above Mount Bromo during the rescue.,"[""A"", ""helicopter"", ""circled"", ""above"", ""Mount"", ""Bromo"", ""during"", ""the"", ""rescue"", "".""]","[""O"", ""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""O"", ""O"", ""O"", ""O""]","[{""start"": 27, ""end"": 38, ""label"": ""MOUNTAIN"", ""text"": ""Mount Bromo""}]",synthetic_positive_single
train-01059,The local council printed the conference program at the office.,"[""The"", ""local"", ""council"", ""printed"", ""the"", ""conference"", ""program"", ""at"", ""the"", ""office"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O""]",[],synthetic_negative
train-01060,We could clearly see Mauna Kea from the valley.,"[""We"", ""could"", ""clearly"", ""see"", ""Mauna"", ""Kea"", ""from"", ""the"", ""valley"", "".""]","[""O"", ""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""O"", ""O"", ""O"", ""O""]","[{""start"": 21, ""end"": 30, ""label"": ""MOUNTAIN"", ""text"": ""Mauna Kea""}]",synthetic_positive_single
train-01061,Local guides described conditions on Mount Lendenfeld as difficult.,"[""Local"", ""guides"", ""described"", ""conditions"", ""on"", ""Mount"", ""Lendenfeld"", ""as"", ""difficult"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""O"", ""O"", ""O""]","[{""start"": 37, ""end"": 53, ""label"": ""MOUNTAIN"", ""text"": ""Mount Lendenfeld""}]",synthetic_positive_single
train-01062,The museum curator discussed the forest trail in the laboratory.,"[""The"", ""museum"", ""curator"", ""discussed"", ""the"", ""forest"", ""trail"", ""in"", ""the"", ""laboratory"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O""]",[],synthetic_negative
train-01063,A documentary crew filmed near Mount Bear.,"[""A"", ""documentary"", ""crew"", ""filmed"", ""near"", ""Mount"", ""Bear"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""O""]","[{""start"": 31, ""end"": 41, ""label"": ""MOUNTAIN"", ""text"": ""Mount Bear""}]",synthetic_positive_single
train-01064,The base camp below Dhaulagiri was moved to safer ground.,"[""The"", ""base"", ""camp"", ""below"", ""Dhaulagiri"", ""was"", ""moved"", ""to"", ""safer"", ""ground"", "".""]","[""O"", ""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O""]","[{""start"": 20, ""end"": 30, ""label"": ""MOUNTAIN"", ""text"": ""Dhaulagiri""}]",synthetic_positive_single
train-01065,The documentary follows expeditions to Aoraki Mount Cook and later to Dhaulagiri.,"[""The"", ""documentary"", ""follows"", ""expeditions"", ""to"", ""Aoraki"", ""Mount"", ""Cook"", ""and"", ""later"", ""to"", ""Dhaulagiri"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""I-MOUNTAIN"", ""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""O""]","[{""start"": 39, ""end"": 56, ""label"": ""MOUNTAIN"", ""text"": ""Aoraki Mount Cook""}, {""start"": 70, ""end"": 80, ""label"": ""MOUNTAIN"", ""text"": ""Dhaulagiri""}]",synthetic_positive_multi
train-01066,The film crew published the sales peak in the final report.,"[""The"", ""film"", ""crew"", ""published"", ""the"", ""sales"", ""peak"", ""in"", ""the"", ""final"", ""report"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O""]",[],synthetic_negative
train-01067,"By late afternoon, shadows had covered the slopes of Mount Haidinger.","[""By"", ""late"", ""afternoon"", "","", ""shadows"", ""had"", ""covered"", ""the"", ""slopes"", ""of"", ""Mount"", ""Haidinger"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""O""]","[{""start"": 53, ""end"": 68, ""label"": ""MOUNTAIN"", ""text"": ""Mount Haidinger""}]",synthetic_positive_single
train-01068,"In the final chapter, the author describes an ascent of Mount Tate.","[""In"", ""the"", ""final"", ""chapter"", "","", ""the"", ""author"", ""describes"", ""an"", ""ascent"", ""of"", ""Mount"", ""Tate"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""O""]","[{""start"": 56, ""end"": 66, ""label"": ""MOUNTAIN"", ""text"": ""Mount Tate""}]",synthetic_positive_single
train-01069,The local council published the cliff photograph before the deadline.,"[""The"", ""local"", ""council"", ""published"", ""the"", ""cliff"", ""photograph"", ""before"", ""the"", ""deadline"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O""]",[],synthetic_negative
train-01070,"By late afternoon, shadows had covered the slopes of Fansipan.","[""By"", ""late"", ""afternoon"", "","", ""shadows"", ""had"", ""covered"", ""the"", ""slopes"", ""of"", ""Fansipan"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""O""]","[{""start"": 53, ""end"": 61, ""label"": ""MOUNTAIN"", ""text"": ""Fansipan""}]",synthetic_positive_single
train-01071,Several routes lead toward the summit of Mount Whitney.,"[""Several"", ""routes"", ""lead"", ""toward"", ""the"", ""summit"", ""of"", ""Mount"", ""Whitney"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""O""]","[{""start"": 41, ""end"": 54, ""label"": ""MOUNTAIN"", ""text"": ""Mount Whitney""}]",synthetic_positive_single
train-01072,Our route passes near Puncak Jaya before turning toward Mount Kilimanjaro.,"[""Our"", ""route"", ""passes"", ""near"", ""Puncak"", ""Jaya"", ""before"", ""turning"", ""toward"", ""Mount"", ""Kilimanjaro"", "".""]","[""O"", ""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""O""]","[{""start"": 22, ""end"": 33, ""label"": ""MOUNTAIN"", ""text"": ""Puncak Jaya""}, {""start"": 56, ""end"": 73, ""label"": ""MOUNTAIN"", ""text"": ""Mount Kilimanjaro""}]",synthetic_positive_multi
train-01073,We could clearly see Mount Rinjani from the valley.,"[""We"", ""could"", ""clearly"", ""see"", ""Mount"", ""Rinjani"", ""from"", ""the"", ""valley"", "".""]","[""O"", ""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""O"", ""O"", ""O"", ""O""]","[{""start"": 21, ""end"": 34, ""label"": ""MOUNTAIN"", ""text"": ""Mount Rinjani""}]",synthetic_positive_single
train-01074,The film crew compared the expedition permit during the meeting.,"[""The"", ""film"", ""crew"", ""compared"", ""the"", ""expedition"", ""permit"", ""during"", ""the"", ""meeting"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O""]",[],synthetic_negative
train-01075,Weather stations near Mount Tate and Mount Fuji recorded strong winds.,"[""Weather"", ""stations"", ""near"", ""Mount"", ""Tate"", ""and"", ""Mount"", ""Fuji"", ""recorded"", ""strong"", ""winds"", "".""]","[""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""O"", ""O"", ""O"", ""O""]","[{""start"": 22, ""end"": 32, ""label"": ""MOUNTAIN"", ""text"": ""Mount Tate""}, {""start"": 37, ""end"": 47, ""label"": ""MOUNTAIN"", ""text"": ""Mount Fuji""}]",synthetic_positive_multi
train-01076,"After weeks of preparation, the group departed for Mount Columbia.","[""After"", ""weeks"", ""of"", ""preparation"", "","", ""the"", ""group"", ""departed"", ""for"", ""Mount"", ""Columbia"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""O""]","[{""start"": 51, ""end"": 65, ""label"": ""MOUNTAIN"", ""text"": ""Mount Columbia""}]",synthetic_positive_single
train-01077,The documentary follows expeditions to Mount Saint Elias and later to Fitz Roy.,"[""The"", ""documentary"", ""follows"", ""expeditions"", ""to"", ""Mount"", ""Saint"", ""Elias"", ""and"", ""later"", ""to"", ""Fitz"", ""Roy"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""I-MOUNTAIN"", ""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""O""]","[{""start"": 39, ""end"": 56, ""label"": ""MOUNTAIN"", ""text"": ""Mount Saint Elias""}, {""start"": 70, ""end"": 78, ""label"": ""MOUNTAIN"", ""text"": ""Fitz Roy""}]",synthetic_positive_multi
train-01078,The climbers postponed their attempt on Muztagh Ata.,"[""The"", ""climbers"", ""postponed"", ""their"", ""attempt"", ""on"", ""Muztagh"", ""Ata"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""O""]","[{""start"": 40, ""end"": 51, ""label"": ""MOUNTAIN"", ""text"": ""Muztagh Ata""}]",synthetic_positive_single
train-01079,She hopes to climb Mount Baker next year.,"[""She"", ""hopes"", ""to"", ""climb"", ""Mount"", ""Baker"", ""next"", ""year"", "".""]","[""O"", ""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""O"", ""O"", ""O""]","[{""start"": 19, ""end"": 30, ""label"": ""MOUNTAIN"", ""text"": ""Mount Baker""}]",synthetic_positive_single
train-01080,She hopes to climb Machapuchare next year.,"[""She"", ""hopes"", ""to"", ""climb"", ""Machapuchare"", ""next"", ""year"", "".""]","[""O"", ""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""O"", ""O"", ""O""]","[{""start"": 19, ""end"": 31, ""label"": ""MOUNTAIN"", ""text"": ""Machapuchare""}]",synthetic_positive_single
train-01081,The mapping agency updated the validation result in the final report.,"[""The"", ""mapping"", ""agency"", ""updated"", ""the"", ""validation"", ""result"", ""in"", ""the"", ""final"", ""report"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O""]",[],synthetic_negative
train-01082,The university department archived the product range during the conference.,"[""The"", ""university"", ""department"", ""archived"", ""the"", ""product"", ""range"", ""during"", ""the"", ""conference"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O""]",[],synthetic_negative
train-01083,"Yesterday, Aconcagua was barely visible through the mist.","[""Yesterday"", "","", ""Aconcagua"", ""was"", ""barely"", ""visible"", ""through"", ""the"", ""mist"", "".""]","[""O"", ""O"", ""B-MOUNTAIN"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O""]","[{""start"": 11, ""end"": 20, ""label"": ""MOUNTAIN"", ""text"": ""Aconcagua""}]",synthetic_positive_single
train-01084,The guide warned us not to underestimate Gasherbrum I.,"[""The"", ""guide"", ""warned"", ""us"", ""not"", ""to"", ""underestimate"", ""Gasherbrum"", ""I"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""O""]","[{""start"": 41, ""end"": 53, ""label"": ""MOUNTAIN"", ""text"": ""Gasherbrum I""}]",synthetic_positive_single
train-01085,The team discussed whether to attempt Broad Peak or Mount Rainier.,"[""The"", ""team"", ""discussed"", ""whether"", ""to"", ""attempt"", ""Broad"", ""Peak"", ""or"", ""Mount"", ""Rainier"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""O""]","[{""start"": 38, ""end"": 48, ""label"": ""MOUNTAIN"", ""text"": ""Broad Peak""}, {""start"": 52, ""end"": 65, ""label"": ""MOUNTAIN"", ""text"": ""Mount Rainier""}]",synthetic_positive_multi
train-01086,The expedition leader shared the training notebook in the final report.,"[""The"", ""expedition"", ""leader"", ""shared"", ""the"", ""training"", ""notebook"", ""in"", ""the"", ""final"", ""report"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O""]",[],synthetic_negative
train-01087,The mapping agency reviewed the camera during the meeting.,"[""The"", ""mapping"", ""agency"", ""reviewed"", ""the"", ""camera"", ""during"", ""the"", ""meeting"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O""]",[],synthetic_negative
train-01088,The university department published the training notebook in the final report.,"[""The"", ""university"", ""department"", ""published"", ""the"", ""training"", ""notebook"", ""in"", ""the"", ""final"", ""report"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O""]",[],synthetic_negative
train-01089,The travel company compared the algorithm in the laboratory.,"[""The"", ""travel"", ""company"", ""compared"", ""the"", ""algorithm"", ""in"", ""the"", ""laboratory"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O""]",[],synthetic_negative
train-01090,Have you ever seen Machapuchare in winter?,"[""Have"", ""you"", ""ever"", ""seen"", ""Machapuchare"", ""in"", ""winter"", ""?""]","[""O"", ""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""O"", ""O"", ""O""]","[{""start"": 19, ""end"": 31, ""label"": ""MOUNTAIN"", ""text"": ""Machapuchare""}]",synthetic_positive_single
train-01091,The rescue unit archived the algorithm during the conference.,"[""The"", ""rescue"", ""unit"", ""archived"", ""the"", ""algorithm"", ""during"", ""the"", ""conference"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O""]",[],synthetic_negative
train-01092,Images of Mount Sefton were placed beside photographs of Shishapangma.,"[""Images"", ""of"", ""Mount"", ""Sefton"", ""were"", ""placed"", ""beside"", ""photographs"", ""of"", ""Shishapangma"", "".""]","[""O"", ""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""O""]","[{""start"": 10, ""end"": 22, ""label"": ""MOUNTAIN"", ""text"": ""Mount Sefton""}, {""start"": 57, ""end"": 69, ""label"": ""MOUNTAIN"", ""text"": ""Shishapangma""}]",synthetic_positive_multi
train-01093,The research team published the sensor reading in the final report.,"[""The"", ""research"", ""team"", ""published"", ""the"", ""sensor"", ""reading"", ""in"", ""the"", ""final"", ""report"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O""]",[],synthetic_negative
train-01094,The team measured snow depth on Mount Tate.,"[""The"", ""team"", ""measured"", ""snow"", ""depth"", ""on"", ""Mount"", ""Tate"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""I-MOUNTAIN"", ""O""]","[{""start"": 32, ""end"": 42, ""label"": ""MOUNTAIN"", ""text"": ""Mount Tate""}]",synthetic_positive_single
train-01095,The rescue team returned safely from Lhotse.,"[""The"", ""rescue"", ""team"", ""returned"", ""safely"", ""from"", ""Lhotse"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOUNTAIN"", ""O""]","[{""start"": 37, ""end"": 43, ""label"": ""MOUNTAIN"", ""text"": ""Lhotse""}]",synthetic_positive_single
train-01096,The university department updated the route before the deadline.,"[""The"", ""university"", ""department"", ""updated"", ""the"", ""route"", ""before"", ""the"", ""deadline"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O""]",[],synthetic_negative
